Period,Quarter,Recipient Name,City,Province,Country,Title,Language,Genre,Date,Final Value,Original Value,Type,Purpose,Comments
2018-2019,P3,Euclid 431 Pictures Inc.,Toronto,Ontario,Canada,THE BEGINNING,English,Thriller,2018-12-13,15000.00,15000.00,Advance,Development Program,
2018-2019,P3,Darius Films Inc.,Toronto,Ontario,Canada,Better Now,English,Comedy,2018-11-06,15000.00,15000.00,Advance,Development Program,
2018-2019,P3,Darius Films Inc.,Toronto,Ontario,Canada,Virgin Summer,English,Comedy,2018-11-06,25000.00,25000.00,Advance,Development Program,
2018-2019,P3,Item 7 Inc.,Montreal,Quebec,Canada,The Traveler,English,Comedy,2018-12-19,17500.00,17500.00,Advance,Development Program,
2018-2019,P3,Item 7 Inc.,Montreal,Quebec,Canada,30-Love,French,Comedy,2018-12-19,35000.00,35000.00,Advance,Development Program,
2018-2019,P3,Item 7 Inc.,Montreal,Quebec,Canada,Darling,English,Drama,2018-12-19,15000.00,15000.00,Advance,Development Program,
2018-2019,P3,Item 7 Inc.,Montreal,Quebec,Canada,Fencing,English,Drama,2018-12-19,71865.00,71865.00,Advance,Development Program,
2018-2019,P3,Item 7 Inc.,Montreal,Quebec,Canada,Inherited Night,English,Drama,2018-12-19,15000.00,15000.00,Advance,Development Program,
2018-2019,P3,Item 7 Inc.,Montreal,Quebec,Canada,Échoué,French,Drama,2018-12-19,15000.00,15000.00,Advance,Development Program,
2018-2019,P3,Item 7 Inc.,Montreal,Quebec,Canada,Une vie intelligente,French,Drama,2018-12-19,25635.00,25635.00,Advance,Development Program,
2018-2019,P3,Honalee Productions Inc.,Vancouver,British Columbia,Canada,Pyramiden,English,Horror,2018-11-16,20000.00,20000.00,Advance,Development Program,
2018-2019,P3,Circle Blue Films Inc.,Mississauga,Ontario,Canada,NO FORWARDING ADDRESS,English,Comedy,2018-11-06,15000.00,15000.00,Advance,Development Program,
2018-2019,P4,Possibles Média inc.,Montreal,Quebec,Canada,Le Frère,French,Drama,2019-02-04,15000.00,15000.00,Advance,Development Program,
2018-2019,P4,Possibles Média inc.,Montreal,Quebec,Canada,L'immaculée,French,Drama,2019-02-04,15000.00,15000.00,Advance,Development Program,
2018-2019,P3,6981780 CANADA INC.,Toronto,Ontario,Canada,The Northwoods,English,Thriller,2018-11-21,15000.00,15000.00,Advance,Development Program,
2018-2019,P3,Freddie Films Inc.,Toronto,Ontario,Canada,NOT SUITABLE FOR CHILDREN,English,Thriller,2018-12-10,15000.00,15000.00,Advance,Development Program,
2018-2019,P3,Bel Ange Moon Productions Inc.,Laval,Quebec,Canada,En Scène!,French,Drama,2018-11-21,15000.00,15000.00,Advance,Development Program,
2018-2019,P3,Kunuk Cohn Productions Inc.,Montreal,Quebec,Canada,Portfolio | Portefeuille 2018-2019 Kunuk Cohn Productions Inc.,English,,2018-12-13,15000.00,15000.00,Advance,Development Program,
2018-2019,P3,Couzin Films Inc.,Montreal,Quebec,Canada,Loup solitaire,French,Drama,2018-11-09,15000.00,15000.00,Advance,Development Program,
2018-2019,P3,Films Séville Inc. (Les),Montreal,Quebec,Canada,POUR VIVRE ICI,French,Drama,2018-11-23,1500.00,1500.00,Contribution,International Marketing Program,
2018-2019,P3,Creative Women Workshops Association,North Vancouver,British Columbia,Canada,Women In the Director's Chair - WIDC 2019,,,2018-11-14,50000.00,50000.00,Contribution,Promotion Program,
2018-2019,P3,1459479 Alberta Inc. dba Raging River Productions,Calgary,Alberta,Canada,April in Autumn,English,Drama,2018-10-23,1500.00,1500.00,Contribution,International Marketing Program,
2018-2019,P3,9185-6120 Québec Inc.,Montreal,Quebec,Canada,La grande noirceur,French,Drama,2018-10-18,1500.00,1500.00,Contribution,International Marketing Program,
2018-2019,P3,A71 Entertainment Inc.,Toronto,Ontario,Canada,Becoming Burlesque,English,,2018-11-28,43750.00,43750.00,Advance,Marketing Program,
2018-2019,P3,Fondation Fabienne Colas,Saint-Lambert,Quebec,Canada,Festival International du Film Black de Montréal,,,2018-10-24,25000.00,25000.00,Contribution,Promotion Program,
2018-2019,P4,Mongrel Media Inc.,Toronto,Ontario,Canada,Anthropocene: The Human Epoch,English,Documentary,2019-01-11,185178.00,185178.00,Advance,Marketing Program,
2018-2019,P4,DIY Films inc.,Montreal,Quebec,Canada,Boat People: Coming Home,French,Documentary,2019-02-13,45000.00,45000.00,Contribution,Theatrical Documentary Program,
2018-2019,P3,Firecrackers Film Incorporated,Bolton,Ontario,Canada,Firecrackers,English,,2018-12-17,1500.00,1500.00,Contribution,International Marketing Program,
2018-2019,P3,Filmoption International Inc.,Westmount,Quebec,Canada,L'Amour,French,Drama,2018-11-23,93750.00,93750.00,Advance,Marketing Program,
2018-2019,P4,9361-4378 Québec inc.,Montreal,Quebec,Canada,Genèse,French,Drama,2019-02-28,1500.00,1500.00,Contribution,International Marketing Program,
2018-2019,P4,Milkman Productions Inc.,Toronto,Ontario,Canada,My Dead Dad's Porno Tapes,English,,2019-01-10,1500.00,1500.00,Contribution,International Marketing Program,
2018-2019,P4,9361-4378 Québec inc.,Montreal,Quebec,Canada,Genèse,French,Drama,2019-03-06,1500.00,1500.00,Contribution,International Marketing Program,
2018-2019,P4,Blood in the Snow Canadian Film Festival,Toronto,Ontario,Canada,2018 Blood in The Snow Film Festival,,,2019-01-04,5000.00,5000.00,Contribution,Promotion Program,
2018-2019,P4,9361-4378 Québec inc.,Montreal,Quebec,Canada,Genèse,French,Drama,2019-02-28,1500.00,1500.00,Contribution,International Marketing Program,
2018-2019,P4,Elevation Pictures Corp.,Toronto,Ontario,Canada,Our House,English,Horror,2019-03-04,122382.00,122382.00,Advance,Marketing Program,
2018-2019,P4,Filmoption International Inc.,Westmount,Quebec,Canada,Song of Granite,English,,2019-02-08,26250.00,26250.00,Advance,Marketing Program,
2018-2019,P3,Productions Caramel Film Inc.,Montreal,Quebec,Canada,Le Retour de Silverman,French,Comedy,2018-12-18,56873.00,56873.00,Advance,Development Program,
2018-2019,P3,Productions Caramel Film Inc.,Montreal,Quebec,Canada,Le Premier qui rira,French,Drama,2018-12-18,15000.00,15000.00,Advance,Development Program,
2018-2019,P3,Productions Caramel Film Inc.,Montreal,Quebec,Canada,Peshawar,French,Drama,2018-12-18,76100.00,76100.00,Advance,Development Program,
2018-2019,P3,Productions Caramel Film Inc.,Montreal,Quebec,Canada,L'Anglais,English,Romantic Comedy,2018-12-18,67027.00,67027.00,Advance,Development Program,
2018-2019,P3,DCP Mystery Arts Inc.,Toronto,Ontario,Canada,Cold & Old,English,Comedy,2018-12-20,17706.00,17706.00,Advance,Development Program,
2018-2019,P3,DCP Mystery Arts Inc.,Toronto,Ontario,Canada,Ice Cream Mondae,English,Drama,2018-12-20,58960.00,58960.00,Advance,Development Program,
2018-2019,P3,DCP Mystery Arts Inc.,Toronto,Ontario,Canada,Distinguished Conduct,English,Historical Drama,2018-12-20,61666.00,61666.00,Advance,Development Program,
2018-2019,P3,DCP Mystery Arts Inc.,Toronto,Ontario,Canada,The Sound of Thunder,English,Historical Drama,2018-12-20,61666.00,61666.00,Advance,Development Program,
2018-2019,P4,Screen Nova Scotia Industry Association,Halifax,Nova Scotia,Canada,Screen Nova Scotia Broadcaster & Distributor Forum,,,2019-01-17,3000.00,3000.00,Contribution,Promotion Program,
2018-2019,P3,The Quebec English-Language Production Council (QEPC),Montreal,Quebec,Canada,OLMC Production Research Report,,,2018-10-26,5000.00,5000.00,Contribution,Promotion Program,
2018-2019,P3,The Quebec English-Language Production Council (QEPC),Montreal,Quebec,Canada,Indigenous Production Research Report,,,2018-10-26,5000.00,5000.00,Contribution,Promotion Program,
2018-2019,P3,Festival cinéma du monde de Sherbrooke,Sherbrooke,Quebec,Canada,Festival cinéma du monde de Sherbrooke,,,2018-11-28,5000.00,5000.00,Contribution,Promotion Program,
2018-2019,P4,Académie canadienne du cinéma et de la télévision (section Québec) Inc.,Montreal,Quebec,Canada,Prix Gémeaux / Party des 1000 / Bourses de l'Académie,,,2019-03-05,141250.00,141250.00,Contribution,Promotion Program,
2018-2019,P3,LIGNE 7 SAS,Tourcoing,,France,La Terre vue du coeur,French,Documentary,2018-11-29,20000.00,20000.00,Contribution,Export Assistance Program,
2018-2019,P3,Maison 4:3 Inc.,Montreal,Quebec,Canada,HAPPY FACE,English,,2018-12-12,39024.00,39024.00,Advance,Marketing Program,
2018-2019,P3,Hudson Festival of Canadian Film,Hudson,Quebec,Canada,Hudson Festival of Canadian Film,,,2018-11-15,2000.00,2000.00,Contribution,Promotion Program,
2018-2019,P4,National Screen Institute - Canada,Winnipeg,Manitoba,Canada,National Screen Institute (NSI) training programs,,,2019-01-10,229500.00,229500.00,Contribution,Promotion Program,
2018-2019,P3,Association québécoise de la production médiatique,Montreal,Quebec,Canada,Congrès AQPM,,,2018-12-14,7000.00,7000.00,Contribution,Promotion Program,
2018-2019,P4,White Pine Pictures Inc.,Toronto,Ontario,Canada,The Corporate Coup d'E' tat,English,Drama,2019-02-13,4000.00,4000.00,Contribution,International Marketing Program,
2018-2019,P4,Island Media Arts Co-Operative Limited,Charlottetown,Prince Edward Island,Canada,The PEI Screenwriters' Bootcamp 2019,,,2019-02-12,15000.00,15000.00,Contribution,Promotion Program,
2018-2019,P3,L'OEIL VIF (Faisant affaire sous le nom Les Films du 3 mars),Montreal,Quebec,Canada,Ensemble,French,Documentary,2018-12-20,9967.00,9967.00,Advance,Marketing Program,
2018-2019,P3,Maison 4:3 Inc.,Montreal,Quebec,Canada,RÉPERTOIRE DES VILLES,French,,2018-12-21,125000.00,125000.00,Advance,Marketing Program,
2018-2019,P3,Tortuga films productions III Inc.,Rimouski,Quebec,Canada,LES COASTERS,French,Documentary,2018-12-14,15000.00,15000.00,Advance,Marketing Program,
2018-2019,P4,Newfoundland Independent Filmmakers Co-Operative,St. John's,Newfoundland/Labrador,Canada,Picture Start,,,2019-01-18,49000.00,49000.00,Contribution,Promotion Program,
2018-2019,P3,Giant Little Ones Film Inc.,Toronto,Ontario,Canada,Giant Little Ones (The),English,Drama,2018-11-05,1500.00,1500.00,Contribution,International Marketing Program,
2018-2019,P3,Global Visions Festival Society,Edmonton,Alberta,Canada,NorthwestFest 2018 Red Carpet,,,2018-12-21,5000.00,5000.00,Contribution,Promotion Program,
2018-2019,P4,Global Visions Festival Society,Edmonton,Alberta,Canada,NorthwestFest 2019,,,2019-01-22,5000.00,5000.00,Contribution,Promotion Program,
2018-2019,P3,9259-4654 Québec inc.,Montreal,Quebec,Canada,L'état sauvage,French,Historical Drama,2018-11-30,400000.00,400000.00,Investment,Production Program,
2018-2019,P3,Voyelles Films inc.,Montreal,Quebec,Canada,All you can eat Bouddha,French,Drama,2018-11-26,1500.00,1500.00,Contribution,International Marketing Program,
2018-2019,P3,Paraloeil,Rimouski,Quebec,Canada,Cinéma Paraloeil - du cinéma qui nous regarde,,,2018-12-10,8140.00,8140.00,Contribution,Promotion Program,
2018-2019,P4,Reprise Films Inc.,Ville Mont-Royal,Quebec,Canada,À nous l'éternité,French,Drama,2019-02-21,4700.00,4700.00,Contribution,International Marketing Program,
2018-2019,P4,Aqute Media Inc.,Toronto,Ontario,Canada,Sorry For Your Loss,English,,2019-03-29,24564.00,24564.00,Advance,Marketing Program,
2018-2019,P3,Antenne créative,Montreal,Quebec,Canada,HUB MONTREAL 2018,,,2018-12-10,10000.00,10000.00,Contribution,Promotion Program,
2018-2019,P4,"Femmes du cinema, de la television et des médias numériques",Montreal,Quebec,Canada,Programmation annuelle et gala FCTMN,,,2019-01-31,20000.00,20000.00,Contribution,Promotion Program,
2018-2019,P3,Visions Ouest Productions,Vancouver,British Columbia,Canada,Rendez-vous du cinéma québécois et francophone de Vancouver,,,2018-11-30,13132.00,13132.00,Contribution,Promotion Program,
2018-2019,P3,A71 Entertainment Inc.,Toronto,Ontario,Canada,Love Jacked,English,,2018-12-13,150675.00,150675.00,Advance,Marketing Program,
2018-2019,P4,Funfilm Distribution Inc.,Montreal,Quebec,Canada,La grande noirceur,French,,2019-02-06,34000.00,34000.00,Advance,Marketing Program,
2018-2019,P4,Banner House Productions Inc.,Montreal,Quebec,Canada,Untitled Smuggler Project,English,Thriller,2019-01-18,15000.00,15000.00,Advance,Development Program,
2018-2019,P4,9151-1766 Québec Inc.,Montreal,Quebec,Canada,"Le Lys, l'érable et le jasmin",French,Drama,2019-02-06,15000.00,15000.00,Advance,Development Program,
2018-2019,P4,Second Chance Productions Inc.,Vancouver,British Columbia,Canada,Moonwalker,English,Science fiction/Fantasy/Tale,2019-02-19,15000.00,15000.00,Advance,Development Program,
2018-2019,P4,Hawkeye Pictures Inc.,Toronto,Ontario,Canada,The Honey Farm,English,Thriller,2019-02-20,15000.00,15000.00,Advance,Development Program,
2018-2019,P4,ZMA Productions Inc.,Montreal,Quebec,Canada,Le dilemme,French,Drama,2019-01-22,15000.00,15000.00,Advance,Development Program,
2018-2019,P4,Vroom Productions Inc.,Dewittville,Quebec,Canada,Prude,English,Drama,2019-01-23,15000.00,15000.00,Advance,Development Program,
2018-2019,P4,Canadian Media Producers Association - Association canadienne de la production médiatique,Toronto,Ontario,Canada,Profile: Economic Report,,,2019-02-05,15000.00,15000.00,Contribution,Promotion Program,
2018-2019,P4,Reel Media Entertainment Inc.,Montreal,Quebec,Canada,Enforcer,English,Drama,2019-01-29,15000.00,15000.00,Advance,Development Program,
2018-2019,P4,Yukon Film Society,Whitehorse,Yukon,Canada,Available Light Film Festival,,,2019-01-11,8813.00,8813.00,Contribution,Promotion Program,
2018-2019,P3,GESTION CTVM + WEB INC,Outremont,Quebec,Canada,Promotion et visibilité de Téléfilm Canada sur CTVM.info,,,2018-12-12,23000.00,23000.00,Contribution,Promotion Program,
2018-2019,P4,Festival International du Film sur l'Art,Montreal,Quebec,Canada,Festival International du Film sur l'Art,,,2019-01-17,34608.00,34608.00,Contribution,Promotion Program,
2018-2019,P4,SHERPAS FILMS INC.,Montreal,Quebec,Canada,Viens t'en chez nous,French,Comedy,2019-03-13,15000.00,15000.00,Advance,Development Program,
2018-2019,P4,Raven Banner Releasing Inc.,Toronto,Ontario,Canada,The Hollow Child,English,,2019-02-11,40672.00,40672.00,Advance,Marketing Program,
2018-2019,P4,Films du Rapide-Blanc Inc.,Montreal,Quebec,Canada,MENSONGE D'UNE NUIT D'ÉTÉ,French,Drama,2019-02-07,15000.00,15000.00,Advance,Development Program,
2018-2019,P3,Ciné Québec,Boucherville,Quebec,Canada,CINÉ QUÉBEC,,,2018-12-04,36048.00,36048.00,Contribution,Promotion Program,
2018-2019,P4,Vlimeuses productions inc.,Montreal,Quebec,Canada,Tous mes premiers amours,French,Drama,2019-02-06,15000.00,15000.00,Advance,Development Program,
2018-2019,P4,Vues d'Afrique,Montreal,Quebec,Canada,FESTIVAL INTERNATIONAL DE CINÉMA VUES D'AFRIQUE,,,2019-03-12,21659.00,21659.00,Contribution,Promotion Program,
2018-2019,P4,Cineast Screen Development Limited,Halifax,Nova Scotia,Canada,PURSUIT,English,Drama,2019-01-14,15000.00,15000.00,Advance,Development Program,
2018-2019,P4,Reel to Real: A Celebration Of Moving Images For Youth Society,Vancouver,British Columbia,Canada,Reel 2 Real International Film Festival for Youth,,,2019-01-14,7528.00,7528.00,Contribution,Promotion Program,
2018-2019,P4,Meridian Artists Inc.,Toronto,Ontario,Canada,Toronto Screenwriting Conference (TSC),,,2019-02-07,8000.00,8000.00,Contribution,Promotion Program,
2018-2019,P4,Clique Pictures Inc.,Toronto,Ontario,Canada,Mush Hole,English,Historical Drama,2019-02-14,15000.00,15000.00,Advance,Development Program,
2018-2019,P4,Calgary Underground Film Festival Society,Calgary,Alberta,Canada,Calgary Underground Film Festival,,,2019-01-14,5000.00,5000.00,Contribution,Promotion Program,
2018-2019,P3,136469 Canada Limited o/a Sphinx Productions,Toronto,Ontario,Canada,Carmine Street Guitars,English,,2018-12-04,1500.00,1500.00,Contribution,International Marketing Program,
2018-2019,P4,ON SCREEN MANITOBA INCORPORATED,Winnipeg,Manitoba,Canada,All Access,,,2019-03-06,17000.00,17000.00,Contribution,Promotion Program,
2018-2019,P4,Mouthpiece (FGM) Films Inc.,Toronto,Ontario,Canada,Mouthpiece,English,Drama,2019-03-14,4500.00,4500.00,Contribution,International Marketing Program,
2018-2019,P3,"Films Christal, s.e.c.(Les), agissant par l'intermédiaire de son commandité, Les Films Christal Inc",Montreal,Quebec,Canada,À TOUS CEUX QUI NE ME LISENT PAS,French,,2018-12-19,86663.00,86663.00,Advance,Marketing Program,
2018-2019,P4,Leona Films Inc.,Montreal,Quebec,Canada,Brotherhood,English,Drama,2019-03-14,1500.00,1500.00,Contribution,International Marketing Program,
2018-2019,P4,Caravane Films Productions,Chicoutimi,Quebec,Canada,Festival REGARD / Marché du court,,,2019-01-03,37159.00,37159.00,Contribution,Promotion Program,
2018-2019,P4,Caravane Films Productions,Chicoutimi,Quebec,Canada,Festival REGARD / Marché du court,,,2019-02-15,47159.00,37159.00,Contribution,Promotion Program,Amended Contract Signed 03-Jan-2019
2018-2019,P3,Women In Film & Television Vancouver Society,Vancouver,British Columbia,Canada,VIWIFF and WIFT-V Genre Lab,,,2018-12-07,15000.00,15000.00,Contribution,Promotion Program,
2018-2019,P3,Festival International de Musique POP Montréal,Montreal,Quebec,Canada,POP Montreal,,,2018-12-18,5000.00,5000.00,Contribution,Promotion Program,
2018-2019,P4,Clumsy Ophelia Productions Inc.,Toronto,Ontario,Canada,The Look of Love,English,Drama,2019-03-13,15000.00,15000.00,Advance,Development Program,
2018-2019,P4,Play Your Gender Inc.,Dartmouth,Nova Scotia,Canada,The Freeze,English,Thriller,2019-01-22,15000.00,15000.00,Advance,Development Program,
2018-2019,P4,Realm Productions & Advertising Inc.,Saint John,New Brunswick,Canada,Experimental,English,Horror,2019-01-21,15000.00,15000.00,Advance,Development Program,
2018-2019,P4,9361-4378 Québec inc.,Montreal,Quebec,Canada,Genèse,French,Drama,2019-02-28,1500.00,1500.00,Contribution,International Marketing Program,
2018-2019,P4,Productions ciné-scène inc.,Québec,Quebec,Canada,La loi de murphy,French,Comedy,2019-02-06,15000.00,15000.00,Advance,Development Program,
2018-2019,P4,CCI Entertainment Ltd.,Toronto,Ontario,Canada,Sovest,English,Historical Drama,2019-02-19,15000.00,15000.00,Advance,Development Program,
2018-2019,P4,Mia Film Inc.,Winnipeg,Manitoba,Canada,DÉCOUP(L)É,French,Drama,2019-02-13,15000.00,15000.00,Advance,Development Program,
2018-2019,P3,FESTIVAL DU FILM INTERNATIONAL DE BAIE-COMEAU (CINOCHE) INC,Baie-Comeau,Quebec,Canada,Festival du film international de Baie-Comeau (Cinoche),,,2018-12-20,6000.00,6000.00,Contribution,Promotion Program,
2018-2019,P4,KMLT Productions Inc.,Vancouver,British Columbia,Canada,Body Remembers When the World Broke Open (The),English,Drama,2019-01-31,25000.00,25000.00,Contribution,International Marketing Program,
